,product,brand,price ($),life_stage,special_diet,review_num,review_star,ingredients,protein,fat,fiber,moisture,
334,"Royal Canin Appetite Control Spayed/Neutered 7+ Dry Cat Food, 6-lb bag",Royal Canin,24.29,Senior,Weight Control,42,4.5,"Corn, Chicken Meal, Corn Gluten Meal, Wheat Gluten, Wheat, Powdered Cellulose, Natural Flavors, Pea Fiber, Chicken Fat, Dried Beet Pulp, Calcium Sulfate, Fish Oil, Sodium Silico Aluminate, Vegetable Oil, Grain Distillers Dried Yeast, Potassium Chloride, Psyllium Seed Husk, Salt, Fructooligosaccharides, Choline Chloride, Taurine, L-Lysine, Dl-Methionine, Vitamins [Dl-Alpha Tocopherol (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin, Biotin, Riboflavin (Vitamin B2), D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Glucosamine Hydrochloride, Trace Minerals (Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate), L-Carnitine, Green Tea Extract, Marigold Extract (Tagetes Erecta L.), Chondroitin Sulfate, Rosemary Extract, Preserved with Natural Mixed Tocopherols and Citric Acid.",32.00%,10.00%,11.20%,8.00%,
335,"Rachael Ray Nutrish PEAK Natural Grain-Free Open Water Recipe with Salmon, Atlantic Cod & Mackerel Dry Cat Food",Rachael Ray Nutrish,9.19,Adult,"Grain-Free, High-Protein, Gluten Free",56,4.6,"Salmon, Menhaden Fish Meal, Chicken Meal, Dried Peas, Pea Protein, Dried Egg Product, Chicken Fat (Preserved with Mixed Tocopherols), Cod, Mackerel, Dried Sweet Potato, Tapioca, Salmon Meal, Whole Flaxseed, Natural Flavor, Dried Plain Beet Pulp, Salt, Taurine, Vitamin E Supplement, Zinc Sulfate, Calcium Carbonate, Ferrous Sulfate, Choline Chloride, Niacin, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Manganese Sulfate, Copper Sulfate, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Biotin, Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Vitamin B12 Supplement, Folic Acid, Potassium Iodide, Vitamin D3 Supplement.",40.00%,18.00%,4.00%,9.00%,
336,"Dr. Tim's Chase All Life Stages Formula Dry Cat Food, 5-lb bag",Dr. Tim's,18.19,Adult,"No Corn No Wheat No Soy, High-Protein, Pea-Free",77,4.3,"Chicken Meal, Brown Rice, Chicken Fat (Preserved With Mixed Natural Tocopherols, A Source Of Vitamin E), Dried Egg Product, Catfish Meal, Dried Porcine Plasma, Ground Whole Flaxseed Meal, Dried Plain Beet Pulp (Sugar Removed), Chicken Liver Meal, Menhaden Fish Oil (Preserved With Mixed Natural Tocopherols, A Source Of Vitamin E), Rice Bran, Salmon Meal, Lecithin (Sunflower Derived), Potassium Chloride, Dried Carrots, Dried Celery, Dried Beets, Dried Parsley, Dried Lettuce, Dried Watercress, Dried Spinach, L-Lysine, DL-Methionine (Essential Amino Acid), Dried Kelp, Dried Chicory Root (Source Of Inulin), Psyllium Seed Husk, Dried Bacillus Coagulans Fermentation Product, Yucca Schidigera Extract, Choline Chloride, Salt, Taurine, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Vitamin E Supplement, Zinc Sulfate, Zinc Proteinate, Beta Carotene, Ferrous Sulfate, Manganese Sulfate, Inositol, Niacin Supplement, Iron Proteinate, Manganese Proteinate, Zinc Oxide, Biotin, Thiamine Mononitrate (Source Of Vitamin B1), Copper Sulfate, Pyridoxine Hydrochloride (Source Of Vitamin B6), Copper Proteinate, Vitamin A Supplement, Riboflavin Supplement (Source Of Vitamin B2), D-Calcium Pantothenate, Potassium Iodide (Source Of Iodine), Manganous Oxide, Calcium Iodate, Vitamin B12 Supplement, Sodium Selenite, Vitamin D3 Supplement, L-Carnitine, Folic Acid.",37.00%,22.00%,3.25%,10.00%,
337,"I and Love and You Lovingly Simple Limited Ingredient Diet Salmon & Sweet Potato Dry Cat Food, 3.4-lb bag",I and Love and You,10.99,Adult,"Grain-Free, High-Protein, No Corn No Wheat No Soy, Limited Ingredient Diet, Sensitive Digestion",53,4,"Salmon, Menhaden Fish Meal, Ground Peas, Salmon Meal, Sunflower Oil (Preserved With Mixed Tocopherols), Sweet Potatoes, Chickpeas, Pea Starch, Natural Flavor, Salt, Choline Chloride, Dried Chicory Root, Potassium Chloride, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B12 Supplement, Folic Acid, Biotin, Menadione Sodium Bisulfate Complex (Vitamin K), Zinc Sulfate, Ferrous Sulfate, Calcium Carbonate, Copper Sulfate, Manganese Sulfate, Sodium Selenite, Calcium Iodate, Taurine, Mixed Tocopherols (As Preservative), Rosemary Extract, Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Fish Oil, Dl-Methionine, Dried Lactobacillus Aciphophilus Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Lactobacillus Reuteri Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Dried Enterococcus Faecium Fermentation Product.",36.00%,16.00%,5.50%,10.00%,
338,Castor & Pollux Organix Grain-Free Organic Chicken & Sweet Potato Recipe Dry Cat Food,Castor & Pollux,43.15,Adult,"Grain-Free, Organic, No Corn No Wheat No Soy, Natural",62,3.9,"Organic Chicken, Organic Chicken Meal, Organic Pea Protein, Organic Sweet Potatoes, Organic Peas, Organic Chickpeas, Organic Tapioca, Organic Sunflower Seed Meal, Organic Coconut Oil, Organic Chicken Fat (preserved with mixed tocopherols), Natural Flavor, Organic Flaxseed, Organic Chicken Liver,  Organic Dried Alfalfa Meal, Salt, Choline Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Minerals (Zinc Amino Acid Complex, Iron Amino Acid Complex, Copper Amino Acid Complex, Manganese Amino Acid Complex, Sodium Selenite, Calcium Iodate), Taurine, Salmon Oil, Organic Cranberries, Potassium Chloride, Rosemary Extract, Dried Bacillus Coagulans Fermentation Product.",32.00%,14.00%,3.50%,11.00%,
339,Authority Chicken & Rice Formula Senior Dry Cat Food,Authority,19.99,Senior,normal,20,4.7,"Deboned Chicken, Chicken Meal (Source of Glucosamine and Chondroitin), Brewers Rice, Ground Corn, Corn Protein Concentrate, Chicken Fat (Preserved with Mixed Tocopherols), Dried Beet Pulp, Powdered Cellulose, Natural Flavor, Dried Egg Product, Potassium Chloride, Fructooligosaccharides, Taurine, Vitamin E Supplement, Niacin, L-Ascorbyl-2-Polyphosphate, Vitamin A Supplement, Pantothenic Acid, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid, Biotin, Choline Chloride, Sodium Hexametaphosphate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Sodium Selenite, Calcium Iodate, Mixed Tocopherols (Preservatives), Fish Oil and L-Carnitine.",33.00%,10.00%,5.00%,10.00%,
340,Dr. Elsey's cleanprotein Salmon Formula Grain-Free Dry Cat Food,Dr. Elsey's,36.83,Adult,"Grain-Free, Gluten Free, High-Protein, No Corn No Wheat No Soy",87,4.1,"Salmon, Dried Chicken, Dried Egg Product, Gelatin, Salmon Hydrolysate, Chicken Fat (Preserved With Mixed Tocopherols), Dried Chickpeas, Natural Flavor, Flaxseed, Pork Protein Isolate, Potassium Citrate, Fructooligosaccharide, Choline Chloride,  Calcium Carbonate, Vitamins (Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Vitamin A Acetate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Oxide, Calcium Carbonate, Manganous Oxide, Copper Sulfate, Iron Amino Acid Chelate, Manganese Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Sodium Selenite, Cobalt Carbonate, Ethylenediamine Dihydroiodide), Potassium Chloride, Taurine, Salt, Mixed Tocopherols (Preservative), Rosemary Extract.",56.00%,17.00%,4.00%,12.00%,
341,Hill's Science Diet Adult 1-6 Chicken & Brown Rice Recipe Dry Cat Food,Hill's Science Diet,26.99,Adult,No Corn No Wheat No Soy,77,4.5,"Chicken, Yellow Peas, Chicken Fat, Cracked Pearled Barley, Egg Product, Brewers Rice, Chicken Meal, Brown Rice, Chicken Liver Flavor, Lactic Acid, L-Lysine, Iodized Salt, Fish Oil, L-Threonine, Choline Chloride, Flaxseed, Taurine, DL-Methionine, Potassium Chloride, Green Peas, Apples, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Calcium Pantothenate, Pyridoxine Hydrochloride, Vitamin A Supplement, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Folic Acid, Vitamin D3 Supplement), Cranberries, Carrots, Calcium Carbonate, Broccoli, minerals (Ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Calcium Sulfate, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.",27.00%,16.50%,3.00%,9.00%,
342,"Instinct Ultimate Protein Grain-Free Cage-Free Duck Recipe Freeze-Dried Raw Coated Dry Cat Food, 4-lb bag",Instinct,29.99,Adult,"High-Protein, Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free, Natural",40,4.5,"Duck, Chicken, Chicken Eggs, Tapioca, Ground Flaxseed, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavor, Dried Tomato Pomace, Dried Whey Protein Concentrate, Dicalcium Phosphate, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Montmorillonite Clay, Choline Chloride, Taurine, Freeze Dried Duck (including Freeze Dried Ground Duck Bone), Pumpkinseeds, Dried Bacillus coagulans Fermentation Product, Rosemary Extract.",47.00%,17.00%,3.00%,10.00%,
343,Forza10 Nutraceutic Active Kidney Renal Support Diet Dry Cat Food,Forza10,9.16,Adult,"Gluten Free, No Corn No Wheat No Soy, Limited Ingredient Diet, Non-GMO, GMO-Free, Chicken-Free, Natural, Low-Protein",29,4.5,"Rice, Hydrolyzed Fish Protein, Hydrolyzed Potato Protein, Anchovy Meal, Vegetable Oil, Fish Oil (Preserved With Mixed Tocopherols), Dried Kelp, Minerals (Dicalcium Phosphate, Calcium Carbonate, Ferrous Sulfate, Zinc Amino Acid Chelate, Zinc Sulfate, Copper Amino Acid Complex, Copper Sulfate, Manganous Oxide, Potassium Iodide, Sodium Selenite), Dried Yeast, Fructooligosaccharide (Fos), Choline Chloride, Taurine, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, Vitamin B12 Supplement, Thiamine Mononitrate, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin Supplement, Vitamin D3 Supplement, Folic Acid), Dlmethionine, Dried Clover Extract, Cranberries, Yucca Schidigera Extract, Dried Dandelion Root Extract, Rosemary Extract.",26%,18.50%,2.00%,8.00%,
344,"Royal Canin Veterinary Diet Senior Consult Dry Cat Food, 7.7-lb bag",Royal Canin Veterinary Diet,42.99,Senior,"Pea-Free, Veterinary Diet",26,4.4,"Brewers Rice, Corn, Wheat Gluten, Corn Gluten Meal, Wheat, Chicken By-Product Meal, Rice Hulls, Natural Flavors, Chicken Fat, Chicory, Fish Oil, Vegetable Oil, Calcium Sulfate, Dried Tomato Pomace, Potassium Chloride, Calcium Carbonate, Psyllium Seed Husk, Fructooligosaccharides, Dl-Methionine, L-Lysine, Potassium Citrate, New Zealand Green Mussel, Salt, Hydrolyzed Yeast, L-Tryptophan, Taurine, Choline Chloride, Lecithin, Glucosamine Hydrochloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Marigold Extract (Tagetes Erecta L.), Trace Minerals (Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate), Chondroitin Sulfate, L-Carnitine, Rosemary Extract, Preserved with Mixed Tocopherols and Citric Acid.",26.00%,12.00%,6.60%,8.00%,
345,Meow Mix Bistro Recipes Grilled Salmon Flavor Dry Cat Food,Meow Mix,4.57,Adult,normal,46,4.5,"Ground Yellow Corn, Chicken By-Product Meal, Soybean Meal, Corn Gluten Meal, Beef Tallow (Preserved With Mixed Tocopherols), Salmon, Animal Digest, Calcium Carbonate, Phosphoric Acid, Potassium Chloride, Titanium Dioxide (Color), Carrots, L-Lysine Monohydrochloride, Choline Chloride, Peas, Salt, Natural Grill Flavor, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, D-Calcium Pantothenate, Thiamine Mononitrate (Source Of Vitamin B1), Riboflavin Supplement (Source Of Vitamin B2), Pyridoxine Hydrochloride (Source Of Vitamin B6), Menadione Sodium Bisulfite Complex (Source Of Vitamin K Activity), Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Ferrous Sulfate (Source Of Iron), Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Taurine, Red 40, Yellow 6, Dl-Methionine, Yellow 5, Blue 2, Rosemary Extract.",31.00%,11.00%,4.00%,12.00%,
346,"Wellness Complete Health Chicken & Deboned Chicken Grain-Free Senior Dry Cat Food, 5.5-lb bag",Wellness,21.49,Adult,"Grain-Free, High-Protein, No Corn No Wheat No Soy",19,3.9,"Deboned Chicken, Chicken Meal, Peas, Herring Meal, Potatoes, Lentils, Dried Ground Potatoes, Tomato Pomace, Ground Flaxseed, Chicken Fat (preserved with Mixed Tocopherols), Salmon Oil, Natural Chicken Flavor, Cranberries, Choline Chloride, Chicory Root Extract, Taurine, Calcium Chloride, Potassium Chloride, Vitamin E Supplement, Glucosamine Hydrochloride, Chondroitin Sulfate, L-Carnitine, Zinc Proteinate, Mixed Tocopherols added to preserve freshness, Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Ascorbic Acid (Vitamin C), Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin Supplement, Dried Kelp, Yucca Schidigera Extract, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.",39.00%,11.00%,5.00%,10.00%,
347,"Authority Indoor Salmon & Rice Formula Adult Dry Cat Food, 16-lb bag",Authority,33.25,Adult,"Indoor, Pea-Free",11,4.7,"Deboned Salmon, Brewers Rice, Ground Corn, Corn Protein Concentrate, Chicken Meal, Chicken Fat (Preserved With Mixed Tocopherols), Dried Plain Beet Pulp, Natural Flavor, Powdered Cellulose, Dried Egg Product, Dicalcium Phosphate, Potassium Chloride, Inulin, Choline Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement), Sodium Hexametaphosphate, Minerals (Zinc Sulfate, Ferrous Sulfate, Calcium Carbonate, Copper Sulfate, Manganese Sulfate, Sodium Selenite, Calcium Iodate), Taurine, Salt, L-Carnitine, Rosemary Extract.",33.00%,12.00%,5.00%,10.00%,
348,Blue Buffalo Wilderness Rocky Mountain Recipe with Rabbit Adult Grain-Free Dry Cat Food,Blue Buffalo,39.98,Adult,"High-Protein, Grain-Free, No Corn No Wheat No Soy",117,4.4,"Rabbit, Fish Meal, Pea Protein, Peas, Tapioca Starch, Canola Oil (Source Of Omega 3 Fatty Acids), Dried Egg Product, Pea Fiber, Potatoes, Beef Meal, Flaxseed (Source Of Omega 6 Fatty Acids), Natural Flavor, Calcium Chloride, Choline Chloride, Dl-Methionine, Calcium Sulfate, Dehydrated Alfalfa Meal, Taurine, Dried Chicory Root, Potassium Sulfate, Alfalfa Nutrient Concentrate, Calcium Carbonate, Salt, Preserved With Mixed Tocopherols, Potassium Chloride, Sweet Potatoes, Carrots, Vegetable Juice For Color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Vitamin E Supplement, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Carnitine, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Niger Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Calcium Iodate, Sodium Selenite, Oil Of Rosemary.",36.0%,16.0%,5.0%,9.0%,
349,"Royal Canin American Shorthair Adult Dry Cat Food, 5.5-lb bag",Royal Canin,29.69,Adult,Weight Control,16,4.5,"Corn, Chicken By-Product Meal, Wheat Gluten, Corn Gluten Meal, Chicken Fat, Brewers Rice, Wheat, Natural Flavors, Rice Hulls, Pea Fiber, Dried Chicory Root, Fish Oil, Vegetable Oil, Calcium Sulfate, Grain Distillers Dried Yeast, Sodium Silico Aluminate, Potassium Chloride, Dl-Methionine, Salt, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Inositol, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Sodium Pyrophosphate, Fructooligosaccharides, Choline Chloride, Taurine, L-Lysine, Trace Minerals [Zinc Oxide, Zinc Proteinate, Ferrous Sulfate, Manganous Oxide, Manganese Proteinate, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Marigold Extract (Tagetes Erecta L.), L-Carnitine, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.",29.00%,14.00%,6.80%,8.00%,
350,Natural Balance L.I.D. Limited Ingredient Diets High Protein Chicken Formula Dry Cat Food,Natural Balance,22.22,Adult,"Limited Ingredient Diet, Grain-Free, High-Protein, Sensitive Digestion, No Corn No Wheat No Soy",17,4.5,"Chicken, Chicken Meal, Peas, Pea Protein, Chicken Fat (Preserved with Mixed Tocopherols), Brewers Dried Yeast, Natural Flavor, Flaxseed, Citric Acid (Preservative), Sodium Acid Pyrophosphate (Source of Phosphorus), Salt, Choline Chloride, Potassium Chloride, Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate, Sodium Selenite), Taurine, Vitamins (Vitamin E Supplement, Niacin, Thiamine Mononitrate, D-calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Inulin, Lactic Acid, Rosemary Extract, Green Tea Extract.",37.00%,18.00%,4.00%,10.00%,
351,Simply Nourish Source Chicken & Turkey Recipe High-Protein Grain-Free Adult Dry Cat Food,Simply Nourish,29.99,Adult,"Grain-Free, High-Protein",16,3.8,"Deboned Chicken, Chicken Meal, Turkey Meal, Dried Potatoes, Dried Peas, Canola Oil (Preserved with Mixed Tocopherols), Flaxseed Meal, Tomato Pomace, Deboned Turkey, Fish Meal, Natural Flavor, Salt, Dried Chicory Root, Dried Cranberries, Dried Carrots, Dried Sweet Potatoes, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [Source of Ascorbic Acid], Niacin, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid, Vitamin B12 Supplement), Choline Chloride, Taurine, Minerals (Zinc Sulfate, Calcium Carbonate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Sodium Selenite, Calcium Iodate), Rosemary Extract.",40.00%,18.00%,5.50%,10.00%,
